n_calib,K,rep,task_seed,method,n_intervals,eval_nonempty_intervals,eval_empty_intervals,heldout_ptrue_fail_rate,heldout_label_fail_rate,heldout_ptrue_pass_rate,heldout_label_pass_rate,median_heldout_ptrue_min_slack,q10_heldout_ptrue_min_slack,median_heldout_label_min_slack,median_eval_count_per_interval
3000,100,31,3202173142,Empirical mode,19,19,0,0.0,0.0,1.0,1.0,0.016905013736704833,0.008456179448273104,0.016398539778449073,55535.0
3000,100,31,3202173142,Population mode,1622,1622,0,0.0,0.0,1.0,1.0,0.28474273628433033,0.2201715222955457,0.2846198397846652,517453.5
3000,100,32,2091180081,Empirical mode,22,22,0,0.045454545454545456,0.045454545454545456,0.9545454545454546,0.9545454545454546,0.012265205162352194,0.003915197985328483,0.014869544077724601,45263.0
3000,100,32,2091180081,Population mode,1686,1686,0,0.0,0.0,1.0,1.0,0.2812230569653333,0.21717471669410854,0.2812003536865393,510138.5
3000,100,33,3406189221,Empirical mode,18,18,0,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.9444444444444444,0.018695638781033218,0.004257012430798828,0.01965988744658198,53906.5
3000,100,33,3406189221,Population mode,1674,1674,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.28196615237028666,0.21761537108305584,0.28199697642642935,511322.0
3000,100,34,336225150,Empirical mode,22,22,0,0.0,0.0,1.0,1.0,0.011027782176752977,0.0052377306849096085,0.011608397281818426,42935.0
3000,100,34,336225150,Population mode,1657,1657,0,0.0,0.0,1.0,1.0,0.28264518279714407,0.21805517233433472,0.2829540697780232,513958.0
3000,100,35,938171125,Empirical mode,21,21,0,0.09523809523809523,0.09523809523809523,0.9047619047619047,0.9047619047619047,0.014940200227294254,0.0033229343760723395,0.015029980921231867,42582.0
3000,100,35,938171125,Population mode,1635,1635,0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.284169226739342,0.22080249762244478,0.28417478857915734,515746.0
3000,100,36,542055562,Empirical mode,19,19,0,0.05263157894736842,0.0,0.9473684210526315,1.0,0.012446980620449688,0.00381506834618397,0.014675442578302333,50179.0
